row_index,SOURCE_PRIOR
0,0.00058911234
1,0.008903103
2,0.7084045
3,0.0053799753
4,0.0049081887
5,0.009384226
6,0.60482824
7,0.005483352
8,0.0061116214
9,0.817654
10,0.09626771
11,0.03534067
12,0.0016546622
13,0.66308415
14,0.6806568
15,0.09409718
16,0.5511228
17,0.003922391
18,0.03008632
19,0.0027391103
20,0.70606256
21,0.0005596391
22,0.74440795
23,0.2622952
24,0.3101282
25,0.034272157
26,0.16663226
27,0.000688837
28,0.43016452
29,0.14919311
30,0.03884294
31,0.003224004
32,0.30078548
33,0.0006525854
34,0.07275946
35,0.033964712
36,0.025121326
37,0.13138974
38,0.7687017
39,0.84129083
40,0.0078110197
41,0.024387961
42,0.0035323962
43,0.23304752
44,0.5224884
45,0.007515828
46,0.53153646
47,0.41628617
48,0.019245146
49,0.4268201
50,0.079849
51,0.7015789
52,0.6430801
53,0.09954119
54,0.051014565
55,0.5194389
56,0.5414208
57,0.002107223
58,0.011650743
59,0.6501395
60,0.031147838
61,0.0013206268
62,0.010776599
63,0.21273324
64,0.6387464
65,0.282422
66,0.00041226074
67,0.06458522
68,0.0006147559
69,0.052325547
70,0.0011107555
71,0.72995496
72,0.43135968
73,0.07622205
74,0.6545768
75,0.3056367
76,0.83966875
77,0.8185662
78,0.8459364
79,0.015858192
80,0.0013057988
81,0.064065486
82,0.7469473
83,0.26765513
84,0.09449418
85,0.031024382
86,0.31300148
87,0.00065611553
88,0.0007656786
89,0.00049773895
90,0.0010175641
91,0.00032381804
92,0.03870424
93,0.0011808495
94,0.08965656
95,0.49266404
96,0.0002866318
97,0.00068102515
98,0.47477636
99,0.25550127
100,0.04547004
101,0.00072321156
102,0.37967226
103,0.013865834
104,0.0027534668
105,0.0008644539
106,0.61566293
107,0.02435283
108,0.471919
109,0.006734582
110,0.4341762
111,0.00039882166
112,0.28541
113,0.09417301
114,0.009734811
115,0.019513164
116,0.21482995
117,0.45730203
118,0.149305
119,0.07975036
120,0.0011943679
121,0.34583518
122,0.30657324
123,0.0010708023
124,0.0025398848
125,0.026543414
126,0.0019603472
127,0.0006201832
128,0.042140387
129,0.008222243
130,0.67987126
131,0.00039686906
132,0.00087456655
133,0.030520707
134,0.045725927
135,0.53988206
136,0.22448985
137,0.3182873
138,0.0006133875
139,0.02130447
140,0.0055485433
141,0.7338165
142,0.0060349023
143,0.6531088
144,0.4853774
145,0.00034744566
146,0.5221596
147,0.09779249
148,0.045238398
149,0.098798044
150,0.00040949584
151,0.004508473
152,0.4994687
153,0.057139713
154,0.019185644
155,0.5375357
156,0.0005598353
157,0.036756985
158,0.6508312
159,0.8392646
160,0.11879083
161,0.029567022
162,0.062086165
163,0.13824919
164,0.0009798184
165,0.03016096
166,0.0052928687
167,0.6838846
168,0.0006318173
169,0.82941216
170,0.0058244914
171,0.0043770415
172,0.25424045
173,0.00887939
174,0.47931305
175,0.0010095804
176,0.1310804
177,0.003926278
178,0.305238
179,0.09853769
180,0.2032167
181,0.23488283
182,0.06551547
183,0.76994014
184,0.6509234
185,0.22817993
186,0.10633701
187,0.7114047
188,0.5454349
189,0.15169914
190,0.103100196
191,0.030916039
192,0.0008763744
193,0.2742956
194,0.007985805
195,0.01890931
196,0.19755022
197,0.11231418
198,0.089625314
199,0.0061548958
200,0.18115652
201,0.42590895
202,0.00034130912
203,0.7446092
204,0.005238698
205,0.0029465177
206,0.003218205
207,0.036727764
208,0.0010427026
209,0.029933777
210,0.43642598
211,0.00039908173
212,0.06131711
213,0.024279943
214,0.046341497
215,0.032092
216,0.0027921735
217,0.76304024
218,0.034424983
219,0.027987923
220,0.2674879
221,0.000651189
222,0.44990188
223,0.41074577
224,0.046611883
225,0.025594478
226,0.020788517
227,0.00083849375
228,0.05132548
229,0.082495525
230,0.032829233
231,0.0004436529
232,0.02145688
233,0.12994917
234,0.49905348
235,0.031925626
236,0.14499594
237,0.089461625
238,0.1504949
239,0.05132044
240,0.0439213
241,0.26051885
242,0.14038964
243,0.7471011
244,0.04703731
245,0.09549482
246,0.1308405
247,0.06455525
248,0.020152885
249,0.07009095
250,0.22408739
251,0.001903279
252,0.1322597
253,0.044540234
254,0.18416044
255,0.007694704
256,0.00043651456
257,0.7274228
258,0.6174447
259,0.7044179
260,0.00035991077
261,0.4219543
262,0.006059079
263,0.0006572093
264,0.16136003
265,0.00045150548
266,0.0008123609
267,0.07622556
268,0.05895976
269,0.04456354
270,0.0013512723
271,0.013380928
272,0.022914018
273,0.09919171
274,0.030757189
275,0.61899984
276,0.0005093005
277,0.16915503
278,0.5862696
279,0.025586214
280,0.8416217
281,0.025775755
282,0.27729306
283,0.018997531
284,0.14586455
285,0.67794013
286,0.0003319148
287,0.5586174
288,0.8144144
289,0.24615094
290,0.21125904
291,0.11196729
292,0.75219446
293,0.043794554
294,0.00040697385
295,0.065881945
296,0.045617566
297,0.00061816134
298,0.15962006
299,0.004846341
300,0.55624515
301,0.0006643861
302,0.017939242
303,0.050047837
304,0.0002818327
305,0.065841585
306,0.08808112
307,0.27417618
308,0.0063371942
309,0.3356399
310,0.5822752
311,0.048745595
312,0.032479733
313,0.62241465
314,0.027189657
315,0.060006954
316,0.04945182
317,0.064554915
318,0.48093957
319,0.5788094
320,0.38438872
321,0.39414585
322,0.00064215355
323,0.29743153
324,0.88005984
325,0.07446525
326,0.23243959
327,0.29547563
328,0.011873456
329,0.7076081
330,0.000329343
331,0.025357764
332,0.1443245
333,0.0034812745
334,0.044519607
335,0.725553
336,0.00085283956
337,0.6339971
338,0.86340106
339,0.7274029
340,0.22141925
341,0.30157313
342,0.0004042391
343,0.00093460234
344,0.72101563
345,0.7738786
346,0.18717802
347,0.22738533
348,0.04575797
349,0.29774436
350,0.038083766
351,0.00027249375
352,0.0022539657
353,0.00040586834
354,0.08938474
355,0.17709328
356,0.028319191
357,0.21587554
358,0.000540696
359,0.14455971
360,0.8482353
361,0.03609059
362,0.11567135
363,0.5078133
364,0.023563545
365,0.47923583
366,0.8495927
367,0.0010583524
368,0.30713457
369,0.6199112
370,0.10558356
371,0.29707485
372,0.30735293
373,0.51096874
374,0.2994728
375,0.002916193
376,0.0003893826
377,0.3000163
378,0.001174893
379,0.8660595
380,0.06701531
381,0.00068660185
382,0.42161432
383,0.45314798
384,0.7405012
385,0.09014018
386,0.023587225
387,0.0009858522
388,0.65929496
389,0.23961785
390,0.036402754
391,0.8130542
392,0.037206687
393,0.87357044
394,0.44784817
395,0.010518547
396,0.0006930287
397,0.23536138
398,0.13321449
399,0.095105745
400,0.02950046
401,0.20688494
402,0.43527412
403,0.03444977
404,0.11774886
405,0.05337646
406,0.11627259
407,0.40903264
408,0.09994426
409,0.00075060304
410,0.008914607
411,0.035497814
412,0.17920509
413,0.45796353
414,0.042016853
415,0.006106978
416,0.8368665
417,0.030410215
418,0.060379606
419,0.0010906057
420,0.00054428575
421,0.05793678
422,0.03218376
423,0.6436866
424,0.0005913937
425,0.7769821
426,0.14539702
427,0.86296207
428,0.005975814
429,0.5604297
430,0.066417485
431,0.007961978
432,0.0767845
433,0.020626064
434,0.0022625492
435,0.39520973
436,0.6615091
437,0.08480977
438,0.63990796
439,0.006018626
440,0.0050175525
441,0.025996536
442,0.00041111972
443,0.0220701
444,0.00030345417
445,0.003570031
446,0.0011118532
447,0.00046090587
448,0.0011854786
449,0.028953046
450,0.0003318119
451,0.00057887484
452,0.026738495
453,0.056613047
454,0.29206172
455,0.6470694
456,0.0005846225
457,0.8108635
458,0.59380686
459,0.0030047747
460,0.0012148159
461,0.7327925
462,0.035438884
463,0.030778069
464,0.0005981845
465,0.10091634
466,0.20747395
467,0.5147608
468,0.45978516
469,0.03629892
470,0.008287085
471,0.008071959
472,0.63880265
473,0.6046145
474,0.001246939
475,0.00066604
476,0.0051552923
477,0.04219882
478,0.015394062
479,0.49174604
480,0.06287735
481,0.13151914
482,0.35543835
483,0.028611416
484,0.55790794
485,0.54654187
486,0.01589984
487,0.022508284
488,0.83791864
489,0.30202222
490,0.0011278184
491,0.51964283
492,0.46585876
493,0.008363831
494,0.46917215
495,0.0627332
496,0.0006917245
497,0.06427219
498,0.30176616
499,0.022757888
500,0.5271939
501,0.0007312878
502,0.7637274
503,0.0007418884
504,0.00060679484
505,0.0011801792
506,0.73883814
507,0.16568506
508,0.0015742701
509,0.025138205
510,0.52322793
511,0.04835266
512,0.07372714
513,0.1788309
514,0.4266568
515,0.16579565
516,0.6560753
517,0.03080913
518,0.023550684
519,0.71380925
520,0.2423873
521,0.030361664
522,0.0013817182
523,0.031739123
524,0.0045808037
525,0.42556673
526,0.508417
527,0.354016
528,0.07399821
529,0.04299701
530,0.03377525
531,0.031363267
532,0.069495745
533,0.00065816194
534,0.0010509754
535,0.14717881
536,0.04240489
537,0.09830763
538,0.03501637
539,0.09414374
540,0.0559106
541,0.3703191
542,0.0011856181
543,0.12218032
544,0.8456933
545,0.022635555
546,0.00065394805
547,0.18197402
548,0.02703597
549,0.059568085
550,0.0006766337
551,0.039717793
552,0.00039856922
553,0.015538834
554,0.039868515
555,0.70447266
556,0.013491911
557,0.0028395918
558,0.065857016
559,0.23098278
560,0.000617091
561,0.40685815
562,0.07591579
563,0.0023406097
564,0.029690187
565,0.00035049926
566,0.013509342
567,0.0008824818
568,0.4731168
569,0.0028527468
570,0.031911694
571,0.005005947
572,0.0015859597
573,0.87852937
574,0.67907155
575,0.00070711516
576,0.027115453
577,0.817155
578,0.00034027343
579,0.0028278648
580,0.70623577
581,0.008691588
582,0.62675595
583,0.45102006
584,0.13921882
585,0.0055991276
586,0.083173834
587,0.42451063
588,0.007692584
589,0.009175506
590,0.62148154
591,0.6671809
592,0.0003971138
593,0.16250615
594,0.038534205
595,0.23226579
596,0.6655618
597,0.08036567
598,0.018546682
599,0.000384568
600,0.11398059
601,0.0006140718
602,0.008933926
603,0.0047799232
604,0.1632442
605,0.25343496
606,0.0006781755
607,0.09001866
608,0.06991037
609,0.05101671
610,0.04689077
611,0.00035249657
612,0.095163986
613,0.0056938576
614,0.15704411
615,0.0006305619
616,0.0347129
617,0.7902245
618,0.5074675
619,0.0071152383
620,0.044013906
621,0.005535294
622,0.0003971968
623,0.63676643
624,0.51218396
625,0.000646392
626,0.023103032
627,0.005867387
628,0.06130339
629,0.043822907
630,0.02986668
631,0.77059764
632,0.109993696
633,0.004901415
634,0.060786515
635,0.44324994
636,0.15125182
637,0.0463844
638,0.40232268
639,0.00066133274
640,0.15111025
641,0.6450944
642,0.24724185
643,0.86721075
644,0.099423006
645,0.64664084
646,0.0005747321
647,0.00091175054
648,0.00662207
649,0.5536911
650,0.029769976
651,0.0063950033
652,0.046142682
653,0.48240024
654,0.0014780283
655,0.0057244804
656,0.02420505
657,0.43310076
658,0.14313969
659,0.055781938
660,0.0044442993
661,0.20959826
662,0.03129341
663,0.41270542
664,0.0003878378
665,0.0020496736
666,0.046885006
667,0.0058679357
668,0.0039320467
669,0.05641514
670,0.11633159
671,0.49248296
672,0.04255376
673,0.23532125
674,0.344668
675,0.034589373
676,0.0048089223
677,0.2931152
678,0.74141854
679,0.02880781
680,0.82083434
681,0.64216954
682,0.043588825
683,0.73932964
684,0.0004782464
685,0.03546136
686,0.045396134
687,0.031575147
688,0.8334905
689,0.7524579
690,0.005410499
691,0.285766
692,0.25463378
693,0.738282
694,0.0005959191
695,0.00062033965
696,0.00041978603
697,0.15555404
698,0.23014005
699,0.5743114
700,0.2658565
701,0.55807793
702,0.0024778005
703,0.0009524852
704,0.6870214
705,0.005801377
706,0.0004566045
707,0.029567096
708,0.0008026276
709,0.6986049
710,0.0006472288
711,0.6717275
712,0.13863258
713,0.45777702
714,0.048719365
715,0.09395044
716,0.02239399
717,0.02591818
718,0.00072299194
719,0.065832816
720,0.096167594
721,0.10313656
722,0.7241003
723,0.02339709
724,0.00039869486
725,0.5470313
726,0.31318912
727,0.06338819
728,0.00045803803
729,0.0048477016
730,0.13098931
731,0.81762105
732,0.036556557
733,0.0021128345
734,0.16220784
735,0.048956834
736,0.22915363
737,0.14673576
738,0.0013365203
739,0.00053935265
740,0.099613085
741,0.022060696
742,0.000842916
743,0.24093476
744,0.5640309
745,0.020660471
746,0.44870844
747,0.019830879
748,0.45455584
749,0.0010284998
750,0.7243022
751,0.62461597
752,0.22356644
753,0.5531087
754,0.10350059
755,0.15926282
756,0.059337396
757,0.26000366
758,0.0048495214
759,0.07967869
760,0.019491281
761,0.22480614
762,0.20053892
763,0.0075288108
764,0.03282102
765,0.3885775
766,0.52748185
767,0.3863966
768,0.111936375
769,0.267763
770,0.0006760836
771,0.039616775
772,0.31383547
773,0.2901309
774,0.031777404
775,0.016435554
776,0.040974114
777,0.010254238
778,0.005343292
779,0.6014942
780,0.028386798
781,0.8344959
782,0.21308537
783,0.49609986
784,0.00036276475
785,0.03963557
786,0.027590577
787,0.0010601615
788,0.24392967
789,0.082445756
790,0.0021653036
791,0.05064561
792,0.4157618
793,0.7284306
794,0.076550625
795,0.06275247
796,0.029915836
797,0.0517492
798,0.4473378
799,0.0029056487
800,0.014682928
801,0.0031351647
802,0.23557682
803,0.003079497
804,0.60878676
805,0.07473619
806,0.59278345
807,0.7325352
808,0.753967
809,0.5498841
810,0.0006932328
811,0.005816261
812,0.5553962
813,0.70328176
814,0.0008515973
815,0.20790684
816,0.005933977
817,0.01548622
818,0.00040755118
819,0.025095532
820,0.22664687
821,0.6680038
822,0.25664452
823,0.00057161564
824,0.76232123
825,0.19169864
826,0.48066458
827,0.28475776
828,0.029266769
829,0.4983364
830,0.026821848
831,0.0006874185
832,0.04798318
833,0.22131965
834,0.0038859188
835,0.6786682
836,0.03830427
837,0.029997418
838,0.0028098978
839,0.0027910904
840,0.16715364
841,0.021179086
842,0.04997862
843,0.10778117
844,0.0013114007
845,0.18594627
846,0.30304378
847,0.10307845
848,0.035899933
849,0.26461294
850,0.38583595
851,0.010638029
852,0.00041490822
853,0.64930695
854,0.0267446
855,0.6541563
856,0.030893212
857,0.024179582
858,0.040965866
859,0.4526475
860,0.4615945
861,0.005455239
862,0.19310763
863,0.3301005
864,0.28221625
865,0.045671787
866,0.25740328
867,0.0007614395
868,0.85557127
869,0.4100288
870,0.009253228
871,0.18014376
872,0.31096274
873,0.00030622093
874,0.47625262
875,0.035181426
876,0.6874839
877,0.57088834
878,0.02149425
879,0.038989
880,0.025950199
881,0.061842285
882,0.6283516
883,0.01754427
884,0.019591335
885,0.23982081
886,0.030192122
887,0.09840312
888,0.08050133
889,0.29447165
890,0.21986409
891,0.00033893748
892,0.0002911197
893,0.30392843
894,0.00034947734
895,0.2832833
896,0.1754119
897,0.0056061004
898,0.627591
899,0.4580795
900,0.47980434
901,0.0043406137
902,0.06156853
903,0.09080525
904,0.0006815608
905,0.0026353265
906,0.026921902
907,0.096278325
908,0.09187444
909,0.0006069151
910,0.09109618
911,0.71969825
912,0.62868494
913,0.077984646
914,0.10155604
915,0.8930954
916,0.46033078
917,0.004777872
918,0.005292115
919,0.7613034
920,0.47479987
921,0.0025116843
922,0.008680081
923,0.08304238
924,0.24808781
925,0.03357345
926,0.56336725
927,0.20182773
928,0.031429075
929,0.033913232
930,0.76625717
931,0.0047952263
932,0.16333552
933,0.03215743
934,0.67008364
935,0.028633714
936,0.28681415
937,0.8486351
938,0.42970338
939,0.007279022
940,0.054648567
941,0.011298818
942,0.0057379333
943,0.0007079517
944,0.0054715965
945,0.0003769143
946,0.102892086
947,0.15544803
948,0.004297246
949,0.006017425
950,0.45080155
951,0.036769807
952,0.030981343
953,0.61042863
954,0.05925907
955,0.002144269
956,0.0005208133
957,0.047078572
958,0.8618188
959,0.010240289
960,0.53779715
961,0.87380713
962,0.0040964787
963,0.026383799
964,0.31287012
965,0.00060232874
966,0.21296212
967,0.00034308576
968,0.0058881007
969,0.53426945
970,0.04220044
971,0.51790667
972,0.06477915
973,0.7888803
974,0.65680015
975,0.0032031
976,0.30320132
977,0.55677956
978,0.72796714
979,0.09367587
980,0.69584656
981,0.0020741848
982,0.033990927
983,0.004017091
984,0.00036647782
985,0.0018014234
986,0.52655166
987,0.01438566
988,0.0006852938
989,0.0004125244
990,0.8054436
991,0.051835187
992,0.023058418
993,0.8064763
994,0.031652056
995,0.65012246
996,0.0004061047
997,0.0008076614
998,0.8610252
999,0.6639955
1000,0.03684159
1001,0.45142585
1002,0.005453243
