fold,feature,is_commute_hte,is_income_hte,is_fine_income_te,is_exact_te,is_income_digit,is_exact_frequency,gain_importance
0,Age,False,False,False,False,False,False,0.04867643490433693
0,Annual_Income_USD,False,False,False,False,False,False,0.06378477811813354
0,Daily_Commute_km,False,False,False,False,False,False,0.013160346075892448
0,Number_of_Cars_Owned,False,False,False,False,False,False,0.013361329212784767
0,Charging_Stations_Near_Home,False,False,False,False,False,False,0.013289221562445164
0,Charging_Stations_Near_Work,False,False,False,False,False,False,0.010021676309406757
0,Environmental_Concern_Level,False,False,False,False,False,False,0.14933860301971436
0,Gender,False,False,False,False,False,False,0.010343347676098347
0,City_Type,False,False,False,False,False,False,0.008486650884151459
0,Current_Car_Type,False,False,False,False,False,False,0.0123912887647748
0,Home_Charging_Possible,False,False,False,False,False,False,0.07462655752897263
0,Subsidy_Available,False,False,False,False,False,False,0.012512863613665104
0,Range_Anxiety_Level,False,False,False,False,False,False,0.05391921475529671
0,FE__income_digit_ones,False,False,False,False,True,False,0.003955916501581669
0,FE__income_digit_tens,False,False,False,False,True,False,0.006701532285660505
0,FE__income_digit_hundreds,False,False,False,False,True,False,0.0
0,FE__income_digit_thousands,False,False,False,False,True,False,0.00831854809075594
0,FE__income_digit_ten_thousands,False,False,False,False,True,False,0.0
0,FE__income_digit_hundred_thousands,False,False,False,False,True,False,0.0
0,FE__income_last2,False,False,False,False,True,False,0.00989837571978569
0,FE__income_last3,False,False,False,False,True,False,0.012757382355630398
0,FE__income_exact_frequency_count,False,False,False,False,False,True,0.00906185433268547
0,FE__income_exact_frequency_log1p,False,False,False,False,False,True,0.009120753966271877
0,FE__income_exact_frequency_rate,False,False,False,False,False,True,0.005395287647843361
0,FE__commute_exact_frequency_count,False,False,False,False,False,True,0.008275069296360016
0,FE__commute_exact_frequency_log1p,False,False,False,False,False,True,0.006989413872361183
0,FE__commute_exact_frequency_rate,False,False,False,False,False,True,0.0
0,TE__Annual_Income_USD_exact,False,False,False,True,False,False,0.17765496671199799
0,TE__Daily_Commute_km_exact,False,False,False,True,False,False,0.0634569302201271
0,HTE__income_1k_bucket,False,True,False,False,False,False,0.00959126465022564
0,HTE__income_10k_bucket,False,True,False,False,False,False,0.010750326327979565
0,HTE__income_100k_bucket,False,True,False,False,False,False,0.004580056760460138
0,HTE__commute_1km_bucket,True,False,False,False,False,False,0.03848065063357353
0,HTE__commute_5km_bucket,True,False,False,False,False,False,0.006423377897590399
0,HTE__commute_10km_bucket,True,False,False,False,False,False,0.0038529362063854933
0,HTE__income_50_bucket,False,False,True,False,False,False,0.09472658485174179
0,HTE__income_250_bucket,False,False,True,False,False,False,0.026096496731042862
1,Age,False,False,False,False,False,False,0.04615982249379158
1,Annual_Income_USD,False,False,False,False,False,False,0.06348579376935959
1,Daily_Commute_km,False,False,False,False,False,False,0.01119805034250021
1,Number_of_Cars_Owned,False,False,False,False,False,False,0.012661637738347054
1,Charging_Stations_Near_Home,False,False,False,False,False,False,0.011871512047946453
1,Charging_Stations_Near_Work,False,False,False,False,False,False,0.00837545283138752
1,Environmental_Concern_Level,False,False,False,False,False,False,0.16564726829528809
1,Gender,False,False,False,False,False,False,0.016088241711258888
1,City_Type,False,False,False,False,False,False,0.005394440144300461
