fold,feature,is_commute_hte,is_income_hte,is_fine_income_te,is_exact_te,is_income_digit,is_exact_frequency,gain_importance
0,Age,False,False,False,False,False,False,0.04962313175201416
0,Annual_Income_USD,False,False,False,False,False,False,0.06922020763158798
0,Daily_Commute_km,False,False,False,False,False,False,0.012551515363156796
0,Number_of_Cars_Owned,False,False,False,False,False,False,0.014000024646520615
0,Charging_Stations_Near_Home,False,False,False,False,False,False,0.013190306723117828
0,Charging_Stations_Near_Work,False,False,False,False,False,False,0.00994342565536499
0,Environmental_Concern_Level,False,False,False,False,False,False,0.14664755761623383
0,Gender,False,False,False,False,False,False,0.0103431586176157
0,City_Type,False,False,False,False,False,False,0.008426268585026264
0,Current_Car_Type,False,False,False,False,False,False,0.012910125777125359
0,Home_Charging_Possible,False,False,False,False,False,False,0.07613555341959
0,Subsidy_Available,False,False,False,False,False,False,0.013666457496583462
0,Range_Anxiety_Level,False,False,False,False,False,False,0.05281267315149307
0,FE__income_digit_ones,False,False,False,False,True,False,0.0028720845002681017
0,FE__income_digit_tens,False,False,False,False,True,False,0.0066716778092086315
0,FE__income_digit_hundreds,False,False,False,False,True,False,0.0
0,FE__income_digit_thousands,False,False,False,False,True,False,0.005976961459964514
0,FE__income_digit_ten_thousands,False,False,False,False,True,False,0.0
0,FE__income_digit_hundred_thousands,False,False,False,False,True,False,0.0
0,FE__income_last2,False,False,False,False,True,False,0.010190228000283241
0,FE__income_last3,False,False,False,False,True,False,0.013227817602455616
0,FE__income_exact_frequency_count,False,False,False,False,False,True,0.009613506495952606
0,FE__income_exact_frequency_log1p,False,False,False,False,False,True,0.011271247640252113
0,FE__income_exact_frequency_rate,False,False,False,False,False,True,0.005605614278465509
0,FE__commute_exact_frequency_count,False,False,False,False,False,True,0.009761394932866096
0,FE__commute_exact_frequency_log1p,False,False,False,False,False,True,0.010365201160311699
0,FE__commute_exact_frequency_rate,False,False,False,False,False,True,0.0
0,TE__Annual_Income_USD_exact,False,False,False,True,False,False,0.16850370168685913
0,TE__Daily_Commute_km_exact,False,False,False,True,False,False,0.058540113270282745
0,HTE__income_1k_bucket,False,True,False,False,False,False,0.010353553108870983
